Volume,Roundness,Opacity,AmplitudeVariance,AmplitudeSkewness,MaxAmplitude,MinAmplitude,DryMassDensity,MaxPhase,MinPhase,PhaseVariance,PhaseSkewness,PhaseSTDLocalMean,PhaseSTDLocalVariance,PhaseSTDLocalSkewness,PhaseSTDLocalKurtosis,PhaseSTDLocalMin,PhaseSTDLocalMax,PhaseSTDLocalCentroidDisplacement,AmplitudeSTDLocalMean,AmplitudeSTDLocalVariance,AmplitudeSTDLocalSkewness,AmplitudeSTDLocalKurtosis,AmplitudeSTDLocalMin,AmplitudeSTDLocalMax,AmplitudeSTDLocalCentroidDisplacement,Image ID
62.697964023290865,0.90975598742443,12.53048780487805,0.00010254803825827206,0.3034820574374116,0.02745,-0.03137,0.025747067206417368,0.8247,-0.03333,0.0411688112745098,1.098991167400299,0.10463763911549638,0.0029903618144054038,0.4495929832328858,2.044444744122725,0.027417403,0.23582667,4231.922427419255,0.006507474620167802,8.415201377561863e-06,0.6036522105258255,2.38475435382218,0.0017353742,0.0138619095,4233.608980405804,6
54.783708549451426,0.9697378976228024,12.462619617224881,0.0005813011756310096,1.4927211243079246,0.0784,-0.0196,0.01956419437601713,0.3862,-0.04102,0.012958233173076924,0.17926652805103974,0.06064823369660446,0.00041431374847888947,-0.19715089730901142,2.1578269678202058,0.018698178,0.10230623,16297.89997529906,0.012150328695488889,5.13803052644317e-05,0.4857538916688387,1.7375877214503572,0.002761002,0.026479173,16301.012484949653,6
22.02485168543041,0.9800219856267655,12.421874999999998,0.00046952273867545874,1.250087086631657,0.0706,-0.01569,0.022440591620730848,0.3777,-0.02237,0.010034403669724771,0.7532590602952676,0.06966782916675915,0.0005260114344435001,0.10100061345739947,2.292400170137909,0.0234938,0.12164085,6542.949555231034,0.013215503909371117,5.146416348464992e-05,0.22266052487419286,1.7576998074816184,0.0031917726,0.026190866,6544.395520836762,6
8.340772235902639,1.0675573137706433,12.617722602739727,0.00041474236382378475,-0.5191118415124464,0.02353,-0.051,0.05729774959014225,0.4387,-0.03342,0.019775390625,0.1375096427417154,0.08695825158733211,0.0007805373105737898,-0.23914953185464075,2.0436424496759042,0.029310165,0.13765159,36658.70482242281,0.012512072308422767,2.4893655790947378e-05,0.07817345539410138,1.9897273666754336,0.0041050427,0.02261829,36669.413962867366,6
58.20769033379215,0.9724368845360268,12.444690265486724,3.658718532986111e-05,0.3503078726030962,0.0196,-0.00784,0.0011672512023190103,0.1575,-0.2737,0.011258680555555555,-0.921233582851647,0.05700147679421754,0.0004120620091756185,0.26004527902391145,2.2219012169604424,0.018655568,0.10756456,23332.66608242905,0.00372981840530328,1.3937288895249368e-06,0.6628772052723365,2.8677445621044377,0.0009803693,0.007367397,23337.53685248963,6
32.510055419484154,1.0218950246057432,12.439903846153845,0.00012157809349798387,0.7827638611359017,0.0353,-0.011765,0.017076020988748063,0.28,-0.1354,0.006016885080645161,-0.2647186600382473,0.06272719456599309,0.0006354142581262896,0.36010805914485206,2.4683220785889906,0.017384494,0.12771416,29105.71647333149,0.006096990826802376,7.313772314979184e-06,0.5463254882579296,2.723027685958088,0.001580541,0.013498863,29112.168346312228,6
42.462113200958896,0.9190185604050443,12.411556603773585,4.57522235339201e-05,0.009782834685345902,0.02353,-0.00784,-0.0039140783063039905,0.1399,-0.268,0.008591277689873418,-0.6443092147268759,0.050493210366686934,0.0004523499291154403,-0.14073810024510258,2.1393789709427113,0.0063976683,0.098494716,28201.66019505138,0.004425795198236621,2.174352146861957e-06,0.6245455329334754,2.9599874966873756,0.002024798,0.008707637,28206.765894108437,6
26.02937017369048,0.964333456559144,12.526483050847459,0.0002890040731837607,-0.41111518058508445,0.0353,-0.04706,0.0370649525600256,0.594,-0.005108,0.027844551282051284,0.5642209883910799,0.11386268421754998,0.0008524386928631709,-0.1728635329173615,2.441363271107214,0.039242096,0.16969347,4009.2901281289674,0.01083291587183031,2.3375080229762272e-05,0.3909173976538429,2.759908818796023,0.001580796,0.024423279,4010.916625518085,6
80.61166802994539,0.9540227175156476,12.467560553633218,9.973843892415365e-06,0.7503282454709741,0.01569,-0.00392,0.02145121790621027,0.3726,-0.0769,0.013997395833333334,-0.22472495400283596,0.05967006221362051,0.0005689847490025891,-0.27344653754242326,2.1538971008567827,0.012550507,0.10445771,25660.012403087512,0.0025784371220941775,6.674612854516858e-07,1.029716357647864,3.5565181210100203,0.0009803693,0.005333759,25665.756743074424,6
343.6777287202611,0.9213733710076993,12.33736059479554,0.0004355759537841191,-0.02393127264914906,0.06665,-0.03137,0.1536451815357799,3.523,-0.003326,1.0527295285359801,-0.16737667483197607,0.3340720704940172,0.026867752927112815,-0.07068690652137626,2.1506888388073357,0.0,0.68842494,23505.1615395017,0.012028402259949562,3.290571568177888e-05,0.8727348634579213,3.134097543397846,0.002825918,0.030755289,23534.90837274893,6
48.52812937252444,0.9255841944620715,12.5,3.4914815367149014e-05,0.15123153890507693,0.01569,-0.011765,0.0821304615264105,1.539,-0.02887,0.19504310344827586,0.5701558213504745,0.22680321861715877,0.005229922938229415,-0.502631101842629,2.2833537749583983,0.052685022,0.35222328,16942.424496129832,0.004476766083754745,2.1631444925946994e-06,0.10226257158710453,2.0727337547602147,0.0013394387,0.007773205,16957.245264863814,6
6.8242681930112505,1.0569457532497313,12.566207627118645,2.9498133166082973e-05,0.41404952974153836,0.00784,-0.01569,0.07080312097726531,0.3833,0.02191,0.011491446659482759,-0.4708604184092349,0.10907020407207942,0.001527077036684957,-0.6195807612189327,2.604318443765697,0.018958062,0.17301673,17719.228718827224,0.004122404223781521,9.128541870299598e-07,-0.4949148522085956,2.5248506149165286,0.0019603833,0.005882179,17726.52137893474,6
22.02485168543041,1.0451658966995356,12.474173553719009,2.9214223225911458e-05,1.0265799220873562,0.0196,-0.00784,0.07238437233182941,1.247,-0.05994,0.1265625,0.7285186267089256,0.2212789236021436,0.005416066447893778,-0.3403649618750191,2.1509353328206977,0.058012918,0.35448527,19238.64193328019,0.00377511682589192,2.5826634858579684e-06,1.1421109694655702,3.399454567713755,0.0014319217,0.00834655,19255.076016878727,6
99.27177637021053,0.9874627264543138,12.490015974440896,1.0288678682767428e-05,-0.19133521784216348,0.011765,-0.00784,0.020361151432377364,0.4365,-0.07434,0.018016326121794872,-0.22427820538217194,0.06286869719386481,0.0006666704057118831,0.094371145453336,1.941014864084799,0.017550072,0.12036089,32305.640553403035,0.0025156446920035365,4.301871693967722e-07,1.2223507251107162,4.84695267619114,0.0013393691,0.0048558684,32313.294438862355,6
45.495121286741664,0.9637128761237139,12.535310734463277,0.0003396814519708807,-0.9348149982794121,0.02353,-0.0549,0.038680984913602556,0.8667,-0.0602,0.06529651988636363,0.6159557551175994,0.13619081314000706,0.002324761992151087,-0.4164049486727042,2.3477681105632504,0.013473668,0.22945915,34263.20005485204,0.01086108563310009,2.185504788278856e-05,0.5863543718334022,2.1822056069199403,0.0036418738,0.022194767,34280.064583919644,6
7.677301717137656,1.0802882287107072,12.406994047619047,0.0003876224640877016,1.0402539682539682,0.0549,-0.011765,0.05366564979691615,0.4138,0.0545,0.008025138608870967,0.5676620991417911,0.09239215699453203,0.00037019997234306027,0.44693694891248076,2.7943500073711456,0.054560415,0.1384517,10874.484825060266,0.012810087393200586,4.801539058286336e-05,-0.17295308025318004,1.463557019710124,0.0026788542,0.022954697,10877.877008220612,6
65.25706459567009,1.0100768177485535,12.46771694214876,0.0002952987227697095,1.761342298332132,0.05884,-0.01569,0.01678780930758974,0.422,-0.06964,0.015292725622406638,0.4959830072141976,0.06390944394198331,0.000462676788761408,-0.013333362464449917,2.380492016325149,0.014995179,0.1177794,30418.92124425448,0.008075805734996954,2.9688511677550083e-05,0.7599740702455344,2.1506504612757262,0.001753522,0.021046305,30425.58231679649,6
104.49660670548478,0.9639191188181587,12.472667638483964,1.228064821477522e-05,0.7097315593243967,0.01569,-0.00784,0.03707174065958617,0.651,0.0315,0.029628106725146198,-0.0854408995990753,0.08486152181819993,0.0011444525760516786,-0.09641758376521083,2.0691253488751924,0.01588028,0.16098,13991.055552026746,0.0028910530899425983,1.2701102232898187e-06,1.4712111128521497,4.354813030006817,0.0013394387,0.0066347043,13995.548434212647,6
24.02711092956044,1.0038931223056318,12.45625,0.0003251106508316532,1.3304456657077104,0.051,-0.01569,0.02786622799480978,0.49,-0.057,0.017011088709677418,0.6882763625755954,0.08448402404785156,0.0006979690684426216,0.5645677169187352,2.824639655149627,0.031732783,0.14882694,16224.71976475689,0.010470824241638184,3.8618364581658e-05,0.2915156267855967,1.5986475289155544,0.0018770772,0.020938713,16229.426706540533,6
32.510055419484154,0.99595258871777,12.45777027027027,0.0001657706539647109,1.5211651769838719,0.04706,-0.011765,0.006932572623637035,0.1934,-0.128,0.005108684098639456,-0.0533399935536748,0.05091888195759541,0.0003832936743084265,0.5216424242013641,2.7958658908357483,0.012455265,0.10251627,32571.51581170438,0.007090468664427061,1.694102847606552e-05,0.5069440277567461,1.865777576761811,0.001580747,0.015723372,32577.1155590619,6
14.33570228045766,1.0460654621605978,12.518168604651162,1.7031501321231618e-05,0.47164952370420316,0.00784,-0.00784,0.05049258237963175,0.8047,-0.11615,0.060294117647058824,0.6088398455037654,0.1698790151019429,0.003226869597154505,-0.34006682965110935,2.3325949735640754,0.047814578,0.27825925,21075.76156202898,0.0032402997793153274,1.1161309564212228e-06,0.7561891324304144,3.2311890285738287,0.0013394387,0.0063181263,21089.56417115924,6
34.832202235161596,1.0142926127765053,12.52840909090909,0.00029810463509908535,-1.4097547741288088,0.02353,-0.06274,0.026154042403279083,0.4456,-0.07556,0.01730421112804878,0.39817797650406195,0.07723101991595643,0.0008060305220324819,0.6701298437688437,2.6351930757846147,0.028112285,0.14836398,17898.02866273537,0.01007447387232925,4.219472203858015e-05,0.9342258729932262,2.876175475786434,0.0020250278,0.027452437,17902.73325328186,6
530.776415011986,0.8193549308311843,12.396449704142013,0.00039745168098341235,-0.05860920576934023,0.0745,-0.04706,0.10279083540372083,3.506,-0.1111,1.1522511848341233,-0.14185859522582128,0.34918805184448964,0.0396336785989915,0.39075369681757915,1.9747007045392455,0.03448432,0.7904145,35599.162977182095,0.012111031797510632,3.810730537673308e-05,1.4426040675675598,5.058947929913135,0.0030372555,0.036813013,35646.451876498344,6
12.902132052411893,1.0636994948497231,12.47176204819277,5.842999714176829e-05,0.09660432842470278,0.01569,-0.01569,0.08433818081375734,1.001,0.05774,0.07088414634146341,0.7415449531101654,0.20640154918992376,0.002740807831287384,-0.4967535506766418,2.417992214620409,0.08508623,0.29053718,16052.061522479755,0.005313230207167476,3.784305768132937e-06,-0.024706259163453474,2.310095538740906,0.001580796,0.009708464,16064.746540997527,6
42.462113200958896,1.0114984207122077,12.464285714285714,0.0003528814206178161,1.6857354799020565,0.06274,-0.01569,0.035136690267534625,0.673,-0.003174,0.025929418103448277,0.6699809095208259,0.09880141122000557,0.000519865802649794,0.6204720786495798,3.515345840696506,0.03792595,0.1628843,15240.965196592317,0.009872679710388183,4.7534222489800945e-05,0.7064632481507824,2.0470795081728963,0.0017353742,0.025978187,15246.286194254502,6
5.307764150119862,1.1332238719006587,12.418619791666668,0.00013424487824135637,0.1071151006374672,0.02745,-0.00784,0.18186651556143016,1.193,0.10675,0.08834773936170212,0.3414354326417141,0.32218178113301593,0.003946748819757015,-0.1859435322057099,2.3097661969852243,0.17746302,0.42757902,28177.595938476665,0.008648754407962164,5.113299344071841e-06,-0.1452152915073317,2.466513705120372,0.0037545052,0.012864832,28212.2685066001,6
58.20769033379215,0.9975335006610891,12.442396313364055,0.0003235428421585648,1.4995416856347399,0.06274,-0.01569,0.029961334450213675,0.413,0.03665,0.007939091435185185,-0.10930392121026128,0.08174119237381193,0.0006129638188415103,0.05919859299877124,2.167268766758185,0.033282973,0.13520542,18839.128426888772,0.008735119472450925,2.9206439783727682e-05,0.6875068091174773,2.0194783156798617,0.0024279342,0.020202713,18844.5208643248,6
298.5617334442422,0.9218508258680359,12.364551083591332,0.00038097292877906975,0.08079074862331262,0.05884,-0.0392,0.1668046704386911,4.45,-0.105,1.6186046511627907,-0.0646570767513018,0.45294827204370647,0.033699301786200946,-0.15577146494766964,2.029809269047748,0.08054835,0.8377548,35090.28746665408,0.012967066868170864,3.060611008211624e-05,0.82445400241806,3.534486235656393,0.0028535132,0.034744672,35150.89829794366,6
27.297072772045002,0.9930151929314137,12.53810975609756,0.00027990048648389573,-0.9982076740628435,0.02745,-0.051,0.08327961201690344,1.425,-0.10455,0.1330521472392638,1.0460721367972088,0.2014327165557117,0.010471392262932713,0.42802591412116126,2.0564871893556824,0.052560136,0.44776005,25449.58780794527,0.010115574045879086,2.5238316117620177e-05,0.5692370544090175,2.2883848843099606,0.0027613223,0.022550156,25468.77260901566,6
28.031629417820515,1.0212755513295084,12.532106164383562,0.00017237169989224138,-0.19848763701547786,0.03137,-0.0353,0.03612892506953628,0.5225,0.00528,0.015288254310344827,0.8137810626085384,0.08350968034300085,0.001408056144056649,0.5769934551152542,2.485455776121412,0.019468997,0.16973093,15294.894473696924,0.008663115436083649,1.8293283687069498e-05,1.3629186047837818,4.816331565818891,0.003271041,0.024027241,15299.365734594578,6
22.178871627286565,1.0425744106033024,12.549603174603174,0.00036572265625,-0.9374892713481096,0.02353,-0.051,0.026717934610246748,0.366,-0.04086,0.0117265625,0.2474584335095311,0.07315277674841503,0.0005750927925109863,0.20124921302036775,2.2693130972123523,0.02816791,0.12613541,15803.068783929704,0.011706010689811102,3.783352300524712e-05,0.5647608840173713,2.4510929659594254,0.0026666962,0.027096523,15806.875762105705,6
4.644293631354879,1.1332238719006587,12.646484375,0.0003227071559175532,-0.44679402393796325,0.011765,-0.051,0.11152928238377477,0.608,0.1038,0.0200922539893617,0.3437555595271361,0.16080568234125772,0.0009555371200784723,-0.48026703626839123,2.7415273095008126,0.08262521,0.21403143,27292.57617025099,0.013833605994780859,1.4549792506434816e-05,-0.2723359334998472,2.31083196695998,0.0056374692,0.021336228,27308.316368991655,6
68.47963568681428,0.9675160436598663,12.45583038869258,6.0007081809618795e-05,0.1084108764741612,0.0196,-0.011765,0.04302005633966897,0.861,-0.1146,0.07535460992907801,0.4856835755077717,0.12712465158199673,0.003825964234399457,0.15693813594793937,1.8731374215949732,0.022043044,0.26017645,35369.004184196165,0.005219542095602191,4.571620193277056e-06,0.597931042982696,2.7654984625537082,0.0,0.01081114,35385.968703426006,6
106.54625670095515,0.8788166269931277,12.467560553633218,0.0003871917724609375,1.242582019010349,0.06665,-0.02745,0.02794682725141273,0.971,-0.005234,0.049858940972222224,0.7999785567678638,0.10848737670476048,0.0015605265895525615,0.159438467957531,1.9759985281673713,0.036857057,0.20394786,19674.519540147976,0.010462557980758508,3.639370616939333e-05,0.8005480903437356,2.7867863694632393,0.0022498101,0.027762536,19682.084699780826,6
57.62715362987279,0.9933813331576684,12.45404411764706,9.895678813950421e-05,-0.1282671375949299,0.02353,-0.0196,0.09287534897422657,1.635,-0.04807,0.22666139240506328,0.37346464286861975,0.23794935530975087,0.005865945594723214,-0.38755051586948336,2.339010745830684,0.059196122,0.36571652,34962.55823835166,0.005908876407046278,7.81374384220768e-06,0.8166215894269,3.123572920167801,0.0017353742,0.0142479995,34994.41311677902,6
120.41989915584435,0.9734102102111384,12.45777027027027,1.6116837498941396e-05,-0.3499852261189205,0.01569,-0.00784,0.030768725849205075,0.6157,-0.01991,0.02729081978319783,-0.06840631215029123,0.07799012983167494,0.0007040001512542973,-0.2744924597008019,2.010861479363387,0.023107624,0.12802798,31334.776469981847,0.0030442250741494667,8.598037365682646e-07,0.5345972696679164,3.438722839515839,0.0009802585,0.006153702,31343.99020860955,6
32.03614790608059,0.9987459918092353,12.53654970760234,0.0002227783203125,-1.3088072442163443,0.01569,-0.04315,0.025951796189654534,0.3513,-0.0335,0.010081571691176471,0.35465617672940547,0.06188820956046121,0.0004427801160251393,0.4191052590902082,2.778200593376402,0.018142194,0.11528779,20286.303020862073,0.008068240873994883,2.10536561687203e-05,0.3933844298875762,1.6877959516354264,0.002024905,0.016633963,20290.57922459114,6
22.178871627286565,0.976275667580696,12.415540540540539,6.405223499644886e-05,0.28775337368623555,0.02353,-0.00784,0.005054182247779105,0.1803,-0.2725,0.009836647727272727,-0.9918170396697398,0.06976445086367496,0.0005725587633523074,0.5213800381129053,2.641730087583386,0.025295405,0.12924139,24034.916688018253,0.005059530606140962,4.468734947625886e-06,0.3674615369609345,2.1492900350861577,0.001580747,0.0093322825,24041.011656590163,6
25.59100572379219,0.9723102906392166,12.544964028776977,0.00026625481204710144,-1.3298040776287543,0.0196,-0.0549,0.04008957946441413,0.514,-0.02397,0.019998301630434784,0.29696159802169747,0.08914556434686235,0.0007881994588651519,0.3317158450496192,2.731746636980014,0.02244572,0.1580194,22461.251304515605,0.009601522692673498,2.619803147525459e-05,0.48701881158873,1.946938349072128,0.002466911,0.020059507,22468.250823932543,6
304.78176955766395,0.879551729202553,12.469262295081966,0.00017178039049671592,0.7643302127721979,0.051,-0.02745,0.08435716533883031,3.205,-0.011475,0.8222495894909688,0.5868445788364441,0.29948585385181864,0.021547096703440096,0.5434275958178254,2.291706516537623,0.06723593,0.7098263,30679.882272564806,0.008802739909437836,2.5478893606533556e-05,1.0479740410699827,4.236476836900339,0.0017537344,0.028570611,30715.00971301566,6
64.1552296270068,0.9552256164575778,12.436655405405403,0.00043442670036764703,1.2113304881083855,0.06274,-0.02353,0.05068603508533296,1.375,0.0347,0.09898190045248868,0.946033855310467,0.1676603265710779,0.003772439460409173,0.6602824534297448,3.1244533167704094,0.050832987,0.3513909,38604.200966849996,0.011022085542077417,3.6719318361303925e-05,0.7574061689182874,2.155640835370708,0.002360762,0.024950178,38627.92382684091,6
143.30963205323624,0.8144620740816533,12.471590909090908,0.00042557643901975685,1.1963697068629278,0.08234,-0.0392,0.0361106401430305,1.247,-0.01659,0.08529635258358663,0.7126680265082552,0.14366020433830493,0.010097954410912418,2.7094839507641013,10.529723725790333,0.05319361,0.59211195,36099.772233179,0.011946421681028423,6.098961485917807e-05,1.3519252914173352,4.202824259118161,0.0027610862,0.03706312,36118.40766389483,6
48.52812937252444,0.9413249346415902,12.4267578125,0.00022528683327879582,-0.6576947437253713,0.0353,-0.0353,0.1312349173596612,2.1,-0.01689,0.4463350785340314,0.04624463502391339,0.3436323006947835,0.020333996617981277,0.4055039227479369,3.437714294818983,0.0730601,0.8060838,35606.67824233915,0.00856146588921547,2.2059733155354155e-05,0.8869145264238719,2.9258711965701845,0.002271842,0.022529388,35653.57072784112,6
11.847687835088974,1.1179510145002924,12.518601190476192,6.0345753129706324e-05,-0.36215993468296187,0.01569,-0.02353,0.10964355776396892,1.305,-0.00621,0.12697665662650603,0.7811357594632788,0.2616541726248605,0.006009947463690516,-0.37238069179629685,2.1728968558710364,0.09955254,0.39871174,34672.381899642496,0.005693541751021431,5.000824927834861e-06,0.8958115603602711,3.2653268142340304,0.0021329126,0.012646388,34707.25997258485,6
66.34705187649826,0.9645835213324209,12.4866452991453,3.079590367656921e-05,-0.26401426332350775,0.01569,-0.01569,0.045801358632270174,0.829,-0.003387,0.0496244635193133,0.07195367815887203,0.12593774714021602,0.00212339858640417,0.030803141754171464,2.142026118480675,0.039709806,0.23222251,30801.437569444126,0.004427491090236566,1.8950438330773376e-06,0.9641544155805081,4.023077797908226,0.0017353742,0.009279913,30816.13403366225,6
51.32418370160544,0.7548228269237828,12.415793413173652,0.00011508436088102409,0.544039682397055,0.0392,-0.011765,0.07658784808613865,1.514,-0.03882,0.18298192771084337,0.048887049786078975,0.2443827783276221,0.005012734108660595,-0.1594263752256816,2.3217818035658193,0.07968415,0.39361656,25568.62693063092,0.008058036872726715,1.023413265595235e-05,0.5027979892727101,2.792280090461932,0.0028635724,0.017301455,25592.35508844605,7
17.060670482528124,1.0628022004492108,12.431066176470589,0.00038222511215965345,1.2050511990877524,0.06274,-0.01569,0.03411528447742539,0.3916,0.03192,0.009103302908415841,0.6348709326979539,0.07434741188498105,0.00020052981332387075,-0.25248017540750906,2.729792726802496,0.04280762,0.104743145,4029.576034014996,0.011982477178760604,3.802550191262571e-05,0.5131994125658432,2.1551482874178878,0.0036417842,0.025715522,4030.567729480263,7
37.15434905083903,0.9978291800108449,12.455861581920903,5.136836658824574e-05,0.19833189482792765,0.0196,-0.00784,0.0630580319228365,0.903,-0.0514,0.06818181818181818,0.2251898401423882,0.16158053295760505,0.0015913972800428217,-0.5856602708238914,2.6372838997817447,0.051535085,0.23534922,25733.089669300025,0.004866720929657672,2.224673318613151e-06,0.45812431067202924,2.9574344511378623,0.001580796,0.0089391805,25748.91342741069,7
150.13390024624752,0.9271220717507906,12.468513853904282,1.3553734981652463e-05,-0.3835728109288797,0.011765,-0.00784,0.015085563047082865,0.3413,-0.01874,0.008710148358585858,0.07555744762260982,0.043430477305683744,0.00028474263922132625,0.09621578027265938,2.0905062256258358,0.010839404,0.07717772,11909.964394740511,0.002822686202580142,7.059529477805652e-07,0.9463329236468943,4.130017763559268,0.0009802273,0.005898529,11911.855624321133,7
5.307764150119862,1.1529071946958687,12.517755681818182,8.161677870639534e-05,0.2719384524180232,0.01569,-0.01569,0.10002161724214101,0.7266,0.0912,0.031000181686046513,0.4735107705101025,0.19388961791992188,0.0011064943879149681,-0.4810936842449601,2.358891226650163,0.11400533,0.24342565,13108.526386740232,0.006396075541322882,1.7288231986661463e-06,0.5220676968163194,3.0572629786698045,0.00375453,0.009708464,13118.168236999147,7
85.3033524126406,0.9549164841431167,12.47822299651568,0.00022301307091346153,1.6729869552606307,0.0549,-0.0196,0.014214701865593916,0.2827,-0.03168,0.005364264641608392,-0.09318311979243837,0.047349786924568205,0.0002966012310731661,0.899660380501622,3.737934640512412,0.018597096,0.10670054,26928.536835746676,0.007102415536754223,2.428193550582949e-05,0.9280730130469301,2.6566201319338396,0.0013394387,0.020449504,26932.78286468102,7
37.32021668053027,0.9774092450391778,12.470518867924527,0.00018204314799248419,1.7490567981062726,0.051,-0.011765,0.03325357335811982,0.718,-0.03955,0.035823773734177215,0.7850481143491559,0.1115000862745369,0.0011639678025547463,0.12361192623982237,2.3179091730925854,0.046121534,0.18958135,21850.912862932226,0.007859149069156288,2.9329228203130675e-05,0.7778472054828226,2.2452260318630874,0.0013394387,0.020631233,21859.790906417955,7
108.95133733147821,0.9552902945234373,12.4812874251497,1.7950842688391516e-05,-0.28991109557274225,0.011765,-0.011765,0.02829767908882648,0.6016,-0.06555,0.029607732732732733,0.09641959996674432,0.08050774100297939,0.0006649606041722112,-0.39576226117488184,2.283874267307231,0.017921984,0.12795816,17086.86817918475,0.003146510281248721,1.0693338126302123e-06,0.8627368905271764,3.7740730961581614,0.0013394387,0.0071416846,17092.05639467106,7
